mean_acoustic_energy_au,mean_reference_flow_ml_s
0.0019399707695178163,3.263194806156483
0.01102493351830434,7.405498558785437
0.03912561589739799,10.55376884259267
0.07101418206612121,13.09212198765949
0.09549710030207577,15.33885006135958
0.1274282115129544,17.47684633967433
0.21642925544936029,20.85479125296781
0.3451008236804397,24.29885840899189
0.3871424564285538,27.99132982682708
0.3924616827834893,26.17819826933139
