time_s,actual_flow_ml_s,gradient_boosting_flow_ml_s,calibration_equation_flow_ml_s,offset_corrected_calibration_flow_ml_s
0.0,0.4772901527023014,1.6262916384781725,2.626381402300264,0.0
0.1310000000000002,0.8845452533241104,2.140441579334869,4.915248434671796,0.0
0.2620000000000004,1.4979213544135686,2.7015187423646565,7.413296023168024,0.0
0.3930000000000007,2.256146793633605,3.3659913353057225,10.207751917745702,0.0
0.5240000000000009,3.04591433835972,4.149049079763584,13.129342414374731,0.0
0.6550000000000011,4.114238156354918,4.896962319015084,16.54484162709919,0.0
0.7860000000000014,5.148844177967279,5.576632824869503,20.256397769491244,0.0
0.9170000000000016,6.047492670066429,6.282911322419534,22.929686889512254,0.0
1.0480000000000018,6.808695954459624,7.013291034548865,24.68143409559289,1.1494805694243304
1.179000000000002,7.573340551722745,7.689762068372532,26.16587942995908,2.6339259037905194
1.3100000000000025,8.371385796974353,8.343664270451043,27.71423697379892,4.182283447630358
1.4410000000000025,9.120897018869265,8.911973153993616,29.0394161851456,5.50746265897704
1.5720000000000027,9.781536660465708,9.532624858057636,30.311552690091933,6.779599163923372
1.703000000000003,10.31011164007587,10.163142619527305,31.282251436251748,7.750297910083187
1.8340000000000032,10.80792823063364,10.86221958477046,32.340475803399336,8.808522277230775
1.9650000000000036,11.369473462345962,11.551437898938303,33.306638878357056,9.774685352188495
2.096000000000004,11.861090965766731,12.19836019933347,34.50651488076696,10.974561354598396
2.227000000000004,12.118520511033315,12.891001895969824,35.765234381728405,12.233280855559844
2.358000000000004,12.22008532474379,13.590592307412816,36.44965893530379,12.917705409135227
2.4890000000000043,12.250417653303089,14.202947981886268,37.390502231752365,13.858548705583804
2.6200000000000045,12.2686313157855,14.729676811572906,38.13489019321263,14.602936667044066
2.7510000000000048,12.190449891788749,15.209612404228787,38.77248630741824,15.24053278124968
2.882000000000005,11.81558941838622,15.464240475724113,39.41493532397766,15.882981797809098
3.013000000000005,11.171578602815126,15.604856029651314,39.83327135675268,16.30131783058412
3.144000000000005,10.46156032043512,15.511891934942534,39.70219173485184,16.170238208683276
3.2750000000000057,9.63604467036368,15.17898643177409,39.4169462880278,15.884992761859241
3.406000000000006,8.61019313820275,14.61937579704522,38.46909299028352,14.93713946411496
3.537000000000006,7.443888815067947,13.893998576236994,36.94067535723386,13.408721831065296
3.6680000000000064,6.3568180487010615,12.902078447832087,35.09362337470078,11.561669848532222
3.799000000000007,5.418985342228448,11.786070510416534,32.748506941942935,9.216553415774374
3.930000000000007,4.668448580994039,10.631557245176118,30.178029218192005,6.6460756920234445
4.061000000000007,4.122883900314425,9.48144477478172,27.63048783674372,4.0985343105751575
4.192000000000007,3.694234661732586,8.443517184475484,25.21261108935704,1.680657563188479
4.323000000000008,3.391311417002594,7.554380303849612,23.00037446680323,0.0
4.454000000000008,3.284712288271755,6.751791178721087,21.39808909254974,0.0
4.585000000000008,3.352395247321159,6.145720334088519,20.298062707418232,0.0
4.716000000000008,3.4812025429273747,5.845086625603766,19.514931216710536,0.0
4.847000000000008,3.6377408605770944,5.776093517422964,19.279955806335806,0.0
4.978000000000009,3.896790659892868,5.894891483072324,19.9260123688938,0.0
5.109000000000009,4.320444197229693,6.203920187239448,20.96476280117547,0.0
5.240000000000009,4.88096001759486,6.59932811060981,22.564001865145958,0.0
5.371000000000009,5.524019858761421,7.1197620505057335,24.57954854462251,1.0475950184539506
5.5020000000000095,6.191977578623885,7.775307208939636,26.22059542657394,2.688641900405379
5.63300000000001,7.020158691956427,8.416383940231366,27.871635413310734,4.339681887142174
