audio_path,wav_path,csv_path,qmax_ml_s,duration_s_audio,max_freq_at_max_energy,avg_freq_above_80pct_energy,max_audio_energy,mean_audio_energy,std_audio_energy,max_log_audio_energy,mean_log_audio_energy,std_log_audio_energy,energy_slope,log_energy_slope,time_of_max_energy_s,dominant_freq_at_peak_energy,mean_dominant_freq,std_dominant_freq,max_dominant_freq,mean_mel_power_emax_window_unlogged,flow_eq_from_mel_emax_window
C:\school\project\healthy_dataset\included\audio\Rec_data_27.m4a,C:\school\project\everything everything\06_gradient_boosting_training_outputs\wav_files\Rec_data_27.wav,C:\school\project\healthy_dataset\included\scale\scale_log_data_27.csv,32.50722511226719,27.456009070294783,340.5972326730014,537.0956361381944,0.16125604510307312,0.04532568156719208,0.04258930683135986,-1.8247617483139038,-3.6429927349090576,1.1230920553207397,-6.231823879985082e-05,0.018103591410068273,12.167256235827665,355.2978515625,820.394935449624,1109.6965861666,10389.7705078125,2.3456943035125732,53.48780857986034
C:\school\project\healthy_dataset\included\audio\Rec_data_28.m4a,C:\school\project\everything everything\06_gradient_boosting_training_outputs\wav_files\Rec_data_28.wav,C:\school\project\healthy_dataset\included\scale\scale_log_data_28.csv,28.012360499755516,23.59469387755102,628.794891088618,765.0337841578184,0.09839151054620743,0.018187781795859337,0.019507363438606262,-2.318800687789917,-4.53556489944458,1.0298713445663452,-0.001021732732486882,-0.060265141099183565,5.9675283446712015,1173.5595703125,682.5956958835408,1002.9495603364243,8064.1845703125,0.6645954251289368,32.68045649848728
C:\school\project\healthy_dataset\included\audio\Rec_data_29.m4a,C:\school\project\everything everything\06_gradient_boosting_training_outputs\wav_files\Rec_data_29.wav,C:\school\project\healthy_dataset\included\scale\scale_log_data_29.csv,18.019474456449267,24.938684807256237,916.9925495042345,916.9925495042345,0.09597592055797577,0.018772300332784653,0.01940137706696987,-2.343657970428467,-4.4417266845703125,0.9419798254966736,-0.0007816722352432824,-0.037654498078094754,9.032562358276644,925.927734375,661.091431575035,1168.5130575212802,10206.73828125,0.620366096496582,31.812949036686973
C:\school\project\healthy_dataset\included\audio\Rec_data_30.m4a,C:\school\project\everything everything\06_gradient_boosting_training_outputs\wav_files\Rec_data_30.wav,C:\school\project\healthy_dataset\included\scale\scale_log_data_30.csv,33.44279934195909,25.66403628117914,916.9925495042345,812.1934009894649,0.13835038244724274,0.03718540817499161,0.033461812883615494,-1.9779657125473022,-3.8514795303344727,1.1657954454421997,-0.00277132629099357,-0.10881720291982264,4.760090702947846,721.3623046875,809.235501576619,922.34241980541,7181.3232421875,1.4900083541870117,44.79851892595447
C:\school\project\healthy_dataset\included\audio\Rec_data_31.m4a,C:\school\project\everything everything\06_gradient_boosting_training_outputs\wav_files\Rec_data_31.wav,C:\school\project\healthy_dataset\included\scale\scale_log_data_31.csv,18.433506736027773,23.338684807256236,916.9925495042345,694.2943589103489,0.12704306840896606,0.030755795538425446,0.029920857399702072,-2.0632290840148926,-3.981992721557617,1.0158544778823853,-0.001046896486564394,-0.035241487768497205,11.981496598639456,936.6943359375,740.5222832011501,1175.0197774008575,10422.0703125,0.8183780312538147,35.44883064745803
C:\school\project\healthy_dataset\included\audio\Rec_data_32.m4a,C:\school\project\everything everything\06_gradient_boosting_training_outputs\wav_files\Rec_data_32.wav,C:\school\project\healthy_dataset\included\scale\scale_log_data_32.csv,17.70814992663736,22.869342403628117,890.792762375542,903.8926559398883,0.08107621967792511,0.020968586206436157,0.020275834947824478,-2.5123655796051025,-4.325008869171143,0.9531463384628296,-0.0007374488426175969,-0.03138999921064345,8.057324263038549,925.927734375,526.0365361752717,760.1076891324087,8505.615234375,0.49931809306144714,29.22649149143609
C:\school\project\healthy_dataset\included\audio\Rec_data_33.m4a,C:\school\project\everything everything\06_gradient_boosting_training_outputs\wav_files\Rec_data_33.wav,C:\school\project\healthy_dataset\included\scale\scale_log_data_33.csv,22.38610999955543,26.944036281179137,890.792762375542,890.792762375542,0.10092826187610626,0.021580874919891357,0.022836869582533836,-2.2933452129364014,-4.328219413757324,0.9686392545700073,-0.0006750893543807792,-0.02380491375063837,9.05578231292517,904.39453125,600.430633385144,903.0109772047981,10056.005859375,0.8733529448509216,36.360709772469065
C:\school\project\healthy_dataset\included\audio\Rec_data_34.m4a,C:\school\project\everything everything\06_gradient_boosting_training_outputs\wav_files\Rec_data_34.wav,C:\school\project\healthy_dataset\included\scale\scale_log_data_34.csv,15.7334044729003,22.848027210884354,759.79382673208,471.59616831646343,0.14276795089244843,0.03555726259946823,0.032105058431625366,-1.9465346336364746,-3.714224338531494,0.8545242547988892,-0.0012215024401743045,-0.029191231953925166,6.780226757369615,936.6943359375,509.34476239965596,837.0832772469083,7472.021484375,1.5418150424957275,45.40068004533298
C:\school\project\healthy_dataset\included\audio\Rec_data_35.m4a,C:\school\project\everything everything\06_gradient_boosting_training_outputs\wav_files\Rec_data_35.wav,C:\school\project\healthy_dataset\included\scale\scale_log_data_35.csv,27.58054332844258,28.565351473922902,471.59616831646343,484.6960618808097,0.07959295064210892,0.022612128406763077,0.021026531234383583,-2.530829668045044,-4.328141689300537,1.1121498346328735,-0.0009227613967343426,-0.04497125774425248,11.517097505668934,6642.9931640625,715.4240244442655,1045.0846207305963,10314.404296875,0.34483519196510315,25.291402369498144
C:\school\project\healthy_dataset\included\audio\Rec_data_36.m4a,C:\school\project\everything everything\06_gradient_boosting_training_outputs\wav_files\Rec_data_36.wav,C:\school\project\healthy_dataset\included\scale\scale_log_data_36.csv,14.88301987461652,23.36,471.59616831646343,471.59616831646343,0.15856119990348816,0.03863640874624252,0.03415653109550476,-1.8416146039962769,-3.6600329875946045,0.9187185168266296,-0.0006025405299001852,-0.01128421583683953,9.775600907029478,1022.8271484375,697.5104715151421,1210.985153257845,9851.4404296875,1.6693052053451538,46.83184593025866
C:\school\project\healthy_dataset\included\audio\Rec_data_37.m4a,C:\school\project\everything everything\06_gradient_boosting_training_outputs\wav_files\Rec_data_37.wav,C:\school\project\healthy_dataset\included\scale\scale_log_data_37.csv,23.063625450180094,26.453333333333333,1304.273695349327,997.752348232282,0.09574946761131287,0.020923590287566185,0.021564971655607224,-2.346020221710205,-4.398843288421631,1.0428178310394287,-0.0006268494284543634,-0.026478708383284956,10.356099773242631,753.662109375,759.794017970826,1114.995257068771,10271.337890625,0.7273334264755249,33.85263303762385
